flickr_id,mos,width,height,pixfmt,framerate,nb_frames,bitdepth,bitrate
3339962845,4.6400000000,960,540,yuv420p,29.97002997003,240,8,704684
8171831850,4.4440298510,960,540,yuv420p,29.97002997003,240,8,1476951
6076608135,4.4000000000,960,540,yuv420p,29.97002997003,240,8,1638438
8751538577,4.4000000000,960,540,yuv420p,23.976,192,8,2429441
7518773518,4.3200000000,960,540,yuv420p,23.976023976024,192,8,1810853
8657921837,4.3000000000,960,540,yuv420p,24,192,8,1177582
8758952624,4.3000000000,960,540,yuv420p,29.97,240,8,1128286
9571377943,4.2800000000,960,540,yuv420p,23.976,192,8,1881877
8562619627,4.2600000000,960,540,yuv420p,25,200,8,825895
12262452854,4.2400000000,960,540,yuv420p,24,192,8,931300
12379836133,4.2400000000,960,540,yuv420p,25,200,8,1121599
12355531285,4.2200000000,960,540,yuv420p,29.97,240,8,944696
6947112934,4.1800000000,960,540,yuv420p,25,200,8,367755
4675931801,4.1600000000,960,540,yuv420p,29.97002997003,240,8,3026979
6787309364,4.1600000000,960,540,yuv420p,29.97002997003,240,8,1118620
5391431291,4.1518518520,960,540,yuv420p,23.976023976024,192,8,789981
10244479353,4.1400000000,960,540,yuv420p,29.97,240,8,1383754
10283826203,4.1400000000,960,540,yuv420p,29.97,240,8,752153
10595581344,4.1400000000,960,540,yuv420p,29.97,240,8,1130126
4779773181,4.1400000000,960,540,yuv420p,25,200,8,285499
8286421427,4.1400000000,960,540,yuv420p,25,200,8,886728
11618284403,4.1200000000,960,540,yuv420p,29.97002997003,240,8,2649204
5893119747,4.1200000000,960,540,yuv420p,25,200,8,2229893
6913535960,4.1062992130,960,540,yuv420p,25,200,8,1798056
13288073854,4.1000000000,960,540,yuv420p,25,200,8,711872
5355837503,4.1000000000,960,540,yuv420p,23.976023976024,192,8,2408894
11540616946,4.0800000000,960,540,yuv420p,29.97,240,8,1494137
3407992311,4.0800000000,960,540,yuv420p,29.97002997003,240,8,2044427
9633321480,4.0800000000,960,540,yuv420p,24,192,8,931748
10008004183,4.0600000000,960,540,yuv420p,25,200,8,2057360
7177696763,4.0600000000,960,540,yuv420p,24,192,8,877865
5477809421,4.0400000000,960,540,yuv420p,29.97002997003,240,8,3801792
5489207006,4.0400000000,960,540,yuv420p,29.97002997003,240,8,1186736
6900620920,4.0400000000,960,540,yuv420p,24,192,8,900082
9060241382,4.0400000000,960,540,yuv420p,25,200,8,2157760
9480678073,4.0400000000,960,540,yuv420p,29.97,240,8,1748779
9513903384,4.0400000000,960,540,yuv420p,29.97,240,8,3865713
9917916796,4.0400000000,960,540,yuv420p,29.97,240,8,1741099
12378508014,4.0355731230,960,540,yuv420p,25,200,8,877517
3369925072,4.0200000000,960,540,yuv420p,29.97002997003,240,8,1093971
3863745355,4.0200000000,960,540,yuv420p,23.976023976024,192,8,952948
3963620197,4.0200000000,960,540,yuv420p,23.976023976024,192,8,1285852
4329911079,4.0200000000,960,540,yuv420p,29.97002997003,240,8,1189928
6137257339,4.0200000000,960,540,yuv420p,29.97002997003,240,8,615853
8667534666,4.0200000000,960,540,yuv420p,29.97002997003,240,8,5856332
8701032421,4.0200000000,960,540,yuv420p,23.976023976024,192,8,1038639
9709640314,4.0200000000,960,540,yuv420p,29.97,240,8,1019154
12123666684,4.0000000000,960,540,yuv420p,29.97002997003,240,8,2229589
6914710581,4.0000000000,960,540,yuv420p,24,192,8,855821
4549036485,3.9924812030,960,540,yuv420p,29.97002997003,240,8,575327
4273096444,3.9800000000,960,540,yuv420p,29.97002997003,240,8,772861
4800261002,3.9800000000,960,540,yuv420p,29.97002997003,240,8,755102
9464591256,3.9800000000,960,540,yuv420p,23.976,192,8,1809675
12255205254,3.9600000000,960,540,yuv420p,25,200,8,696054
7977126554,3.9600000000,960,540,yuv420p,29.97002997003,240,8,567916
8182527128,3.9600000000,960,540,yuv420p,29.97002997003,240,8,1800228
8420230247,3.9600000000,960,540,yuv420p,29.97002997003,240,8,1422331
6528988807,3.9448818900,960,540,yuv420p,24,192,8,954892
10149337843,3.9400000000,960,540,yuv420p,29.97,240,8,1571280
11465976586,3.9400000000,960,540,yuv420p,29.97,240,8,2408637
11535683914,3.9400000000,960,540,yuv420p,29.97002997003,240,8,1347525
4655662252,3.9400000000,960,540,yuv420p,29.97002997003,240,8,1398576
7029270875,3.9400000000,960,540,yuv420p,23.976023976024,192,8,1229139
8859509880,3.9400000000,960,540,yuv420p,29.97,240,8,1258407
11383768246,3.9200000000,960,540,yuv420p,29.97002997003,240,8,1457306
5487345956,3.9200000000,960,540,yuv420p,29.97002997003,240,8,987763
5875944717,3.9200000000,960,540,yuv420p,25,200,8,935473
6492110563,3.9200000000,960,540,yuv420p,29.97002997003,240,8,720718
6949440526,3.9200000000,960,540,yuv420p,29.97002997003,240,8,1482776
7197025396,3.9200000000,960,540,yuv420p,29.97002997003,240,8,2878875
7385692814,3.9200000000,960,540,yuv420p,29.97002997003,240,8,4541881
7832506570,3.9200000000,960,540,yuv420p,29.97002997003,240,8,1096342
8052505414,3.9200000000,960,540,yuv420p,29.97002997003,240,8,2819290
8172276744,3.9200000000,960,540,yuv420p,29.97002997003,240,8,3191818
8440192357,3.9200000000,960,540,yuv420p,29.97002997003,240,8,1436253
11864752706,3.9000000000,960,540,yuv420p,29.97002997003,240,8,2409011
12704590184,3.9000000000,960,540,yuv420p,23.976023976024,192,8,1820835
4417558772,3.9000000000,960,540,yuv420p,29.97002997003,240,8,1429592
4495254692,3.9000000000,960,540,yuv420p,23.976023976024,191,8,457671
4545845826,3.9000000000,960,540,yuv420p,29.97002997003,240,8,810509
5562932712,3.9000000000,960,540,yuv420p,23.976023976024,192,8,1599683
8414555471,3.9000000000,960,540,yuv420p,25,200,8,739731
8751856572,3.9000000000,960,540,yuv420p,29.97,240,8,2277482
8937776831,3.9000000000,960,540,yuv420p,29.97,240,8,893549
8953002659,3.9000000000,960,540,yuv420p,29.97,240,8,1539093
10636855406,3.8800000000,960,540,yuv420p,29.97,240,8,2962138
12101500915,3.8800000000,960,540,yuv420p,29.97002997003,240,8,1565137
12465909365,3.8800000000,960,540,yuv420p,29.97,240,8,651744
4713503488,3.8800000000,960,540,yuv420p,23.976023976024,192,8,1798643
5279319629,3.8800000000,960,540,yuv420p,29.97002997003,240,8,4304076
8588854353,3.8800000000,960,540,yuv420p,23.976023976024,192,8,1124374
9583034514,3.8800000000,960,540,yuv420p,29.97,240,8,2668088
5669052182,3.8798449610,960,540,yuv420p,29.97002997003,240,8,1102973
4279268661,3.8600000000,960,540,yuv420p,29.97002997003,240,8,2129697
4482595368,3.8600000000,960,540,yuv420p,29.97002997003,240,8,963234
5154464760,3.8600000000,960,540,yuv420p,25,200,8,1899693
5280283886,3.8600000000,960,540,yuv420p,29.97002997003,240,8,920666
8991258489,3.8600000000,960,540,yuv420p,24,192,8,2721051
9525693928,3.8600000000,960,540,yuv420p,29.97,240,8,857847
5360605734,3.8400000000,960,540,yuv420p,29.97002997003,240,8,1909530
5831253770,3.8400000000,960,540,yuv420p,29.97002997003,240,8,816398
5917982116,3.8400000000,960,540,yuv420p,29.97002997003,240,8,2011594
6798366426,3.8400000000,960,540,yuv420p,23.976023976024,192,8,741569
8331955206,3.8400000000,960,540,yuv420p,29.97002997003,240,8,1397068
9267867823,3.8400000000,960,540,yuv420p,29.97,240,8,2699752
9680817388,3.8400000000,960,540,yuv420p,29.97,240,8,2290102
9724431856,3.8400000000,960,540,yuv420p,29.97,240,8,612130
9753414792,3.8400000000,960,540,yuv420p,29.97,240,8,3697989
4803433208,3.8235294120,960,540,yuv420p,29.97002997003,240,8,1013625
3747645672,3.8200000000,960,540,yuv420p,24,192,8,799927
4029116553,3.8200000000,960,540,yuv420p,23.976023976024,192,8,456498
5660712402,3.8200000000,960,540,yuv420p,29.97002997003,240,8,1183200
6313769652,3.8200000000,960,540,yuv420p,29.97002997003,240,8,1139728
6971190423,3.8200000000,960,540,yuv420p,29.97002997003,240,8,600671
8431144343,3.8200000000,960,540,yuv420p,24,192,8,1026092
9542585542,3.8200000000,960,540,yuv420p,29.97,240,8,1476433
9617144245,3.8200000000,960,540,yuv420p,29.97,232,8,1586466
10027007645,3.8000000000,960,540,yuv420p,29.97,240,8,1163573
3489123822,3.8000000000,960,540,yuv420p,24,192,8,3184117
5338017301,3.8000000000,960,540,yuv420p,29.97002997003,240,8,2922038
6538025379,3.8000000000,960,540,yuv420p,29.97002997003,240,8,2043424
7066660513,3.8000000000,960,540,yuv420p,29.97002997003,240,8,636577
7954124226,3.8000000000,960,540,yuv420p,29.97002997003,240,8,1826531
8646141367,3.8000000000,960,540,yuv420p,25,200,8,1083680
8679156964,3.8000000000,960,540,yuv420p,25,200,8,1168464
8738388681,3.8000000000,960,540,yuv420p,29.97002997003,240,8,1767853
9095814754,3.8000000000,960,540,yuv420p,23.976,192,8,1576239
9390723258,3.8000000000,960,540,yuv420p,29.97,240,8,2965768
9513714022,3.8000000000,960,540,yuv420p,29.97,240,8,2016951
9740517228,3.8000000000,960,540,yuv420p,23.976,192,8,1959189
8995404511,3.7982456140,960,540,yuv420p,29.97,240,8,3386033
3358799122,3.7857142860,960,540,yuv420p,29.97002997003,240,8,2384477
4297792287,3.7800000000,960,540,yuv420p,25,200,8,1417115
4975471705,3.7800000000,960,540,yuv420p,29.97002997003,240,8,1619296
5688399126,3.7800000000,960,540,yuv420p,29.97002997003,240,8,1309024
5770178686,3.7800000000,960,540,yuv420p,23.976023976024,192,8,837328
6313200205,3.7800000000,960,540,yuv420p,29.97002997003,240,8,1714138
7644822866,3.7800000000,960,540,yuv420p,29.97002997003,240,8,1438461
9515797648,3.7800000000,960,540,yuv420p,29.97,240,8,925422
11013388203,3.7600000000,960,540,yuv420p,23.976023976024,192,8,783067
11816978255,3.7600000000,960,540,yuv420p,25,200,8,568975
4313579496,3.7600000000,960,540,yuv420p,24,192,8,364638
6416725133,3.7600000000,960,540,yuv420p,29.97002997003,240,8,2301884
6806699713,3.7600000000,960,540,yuv420p,29.97002997003,240,8,1698180
7274180028,3.7600000000,960,540,yuv420p,23.976023976024,192,8,1893575
7667993154,3.7600000000,960,540,yuv420p,29.97002997003,240,8,1340488
8118947664,3.7600000000,960,540,yuv420p,29.97002997003,240,8,1957253
8331282929,3.7600000000,960,540,yuv420p,23.976023976024,192,8,1687850
10013374164,3.7400000000,960,540,yuv420p,29.97,240,8,2436864
10541657773,3.7400000000,960,540,yuv420p,24,192,8,1339770
5212573386,3.7400000000,960,540,yuv420p,29.97002997003,240,8,783344
5705527370,3.7400000000,960,540,yuv420p,29.97002997003,240,8,1376004
7383994638,3.7400000000,960,540,yuv420p,29.97002997003,240,8,1402970
7983610133,3.7400000000,960,540,yuv420p,29.97002997003,240,8,1696406
8442879599,3.7400000000,960,540,yuv420p,29.97002997003,240,8,2291096
8480588816,3.7400000000,960,540,yuv420p,29.97002997003,240,8,1201818
8494495600,3.7400000000,960,540,yuv420p,23.976023976024,192,8,740352
8587384006,3.7400000000,960,540,yuv420p,29.97002997003,240,8,2820185
9258419063,3.7400000000,960,540,yuv420p,25,200,8,905148
9812351333,3.7400000000,960,540,yuv420p,29.97,240,8,2939207
12279842993,3.7200000000,960,540,yuv420p,29.97,240,8,3273965
12859019173,3.7200000000,960,540,yuv420p,29.97002997003,240,8,2683947
3819966572,3.7200000000,960,540,yuv420p,29.97002997003,240,8,2705556
3975461732,3.7200000000,960,540,yuv420p,29.97002997003,240,8,1108130
4201416279,3.7200000000,960,540,yuv420p,29.97002997003,240,8,2546418
4980230630,3.7200000000,960,540,yuv420p,29.97002997003,240,8,1696504
6373417661,3.7200000000,960,540,yuv420p,23.976023976024,192,8,1954246
6677269327,3.7200000000,960,540,yuv420p,29.97002997003,240,8,2465942
6772996477,3.7200000000,960,540,yuv420p,23.976023976024,192,8,2744302
6844033217,3.7200000000,960,540,yuv420p,29.97002997003,240,8,1236428
8429349812,3.7200000000,960,540,yuv420p,29.97002997003,240,8,3413750
8773297527,3.7200000000,960,540,yuv420p,29.97,240,8,4870983
9478631712,3.7063492060,960,540,yuv420p,29.97,240,8,966247
10019485755,3.7000000000,960,540,yuv420p,29.97,240,8,1356961
10837320963,3.7000000000,960,540,yuv420p,25,200,8,985477
11646665363,3.7000000000,960,540,yuv420p,29.97002997003,240,8,1326403
4363644898,3.7000000000,960,540,yuv420p,29.97002997003,240,8,2245009
4673672619,3.7000000000,960,540,yuv420p,29.97002997003,240,8,2420161
4712606231,3.7000000000,960,540,yuv420p,29.97002997003,240,8,4105152
5340069287,3.7000000000,960,540,yuv420p,29.97002997003,240,8,696866
5756899543,3.7000000000,960,540,yuv420p,29.97002997003,240,8,1436518
6598948831,3.7000000000,960,540,yuv420p,29.97002997003,240,8,1289399
7849542524,3.7000000000,960,540,yuv420p,29.97002997003,240,8,2240527
8730797431,3.7000000000,960,540,yuv420p,29.97002997003,240,8,1570762
8931854960,3.7000000000,960,540,yuv420p,29.97,240,8,1542272
3459410764,3.6929460580,960,540,yuv420p,29.97002997003,240,8,1934818
10115791113,3.6800000000,960,540,yuv420p,29.97,240,8,2356283
10403478556,3.6800000000,960,540,yuv420p,23.976,192,8,3357772
12623549414,3.6800000000,960,540,yuv420p,29.97,240,8,1526889
13079468475,3.6800000000,960,540,yuv420p,29.97,240,8,1342211
4283455837,3.6800000000,960,540,yuv420p,29.97002997003,240,8,1231799
5341444640,3.6800000000,960,540,yuv420p,23.976023976024,192,8,1976672
5739175520,3.6800000000,960,540,yuv420p,29.97002997003,240,8,943736
5831807090,3.6800000000,960,540,yuv420p,29.97002997003,240,8,4606802
6027407703,3.6800000000,960,540,yuv420p,29.97002997003,240,8,1316154
6293871635,3.6800000000,960,540,yuv420p,29.97002997003,240,8,363378
6514514177,3.6800000000,960,540,yuv420p,23.976023976024,192,8,1462006
6847647728,3.6800000000,960,540,yuv420p,29.97002997003,240,8,852751
6867862287,3.6800000000,960,540,yuv420p,29.97002997003,240,8,855621
7313643370,3.6800000000,960,540,yuv420p,29.97002997003,240,8,2200779
8088901520,3.6800000000,960,540,yuv420p,29.97002997003,240,8,1078631
8252040986,3.6800000000,960,540,yuv420p,29.97002997003,240,8,2162069
8915047035,3.6800000000,960,540,yuv420p,29.97,240,8,3613168
8741017589,3.6764705880,960,540,yuv420p,29.97,240,8,3559295
3588022983,3.6600000000,960,540,yuv420p,24,192,8,3158568
3718963712,3.6600000000,960,540,yuv420p,24,192,8,680347
4161940753,3.6600000000,960,540,yuv420p,24,192,8,2119463
4227960041,3.6600000000,960,540,yuv420p,29.97002997003,240,8,1636405
5596033251,3.6600000000,960,540,yuv420p,23.976023976024,192,8,1227942
8510251919,3.6600000000,960,540,yuv420p,29.97002997003,240,8,735967
8631895364,3.6600000000,960,540,yuv420p,29.97002997003,240,8,1429425
8683385786,3.6600000000,960,540,yuv420p,29.97002997003,240,8,2791681
8955950667,3.6600000000,960,540,yuv420p,29.97,240,8,1186310
9802042845,3.6600000000,960,540,yuv420p,29.97,240,8,1338851
10931366544,3.6400000000,960,540,yuv420p,23.976023976024,192,8,1425353
13154058393,3.6400000000,960,540,yuv420p,23.976023976024,192,8,1816769
3546788918,3.6400000000,960,540,yuv420p,29.97002997003,240,8,2021292
5082292308,3.6400000000,960,540,yuv420p,29.97002997003,240,8,1089638
5263204150,3.6400000000,960,540,yuv420p,29.97002997003,240,8,1052319
5632758635,3.6400000000,960,540,yuv420p,29.97002997003,240,8,1291417
7396603710,3.6400000000,960,540,yuv420p,29.97002997003,240,8,1262473
7992241767,3.6400000000,960,540,yuv420p,29.97002997003,240,8,2752595
8069880437,3.6400000000,960,540,yuv420p,29.97002997003,240,8,1115536
8195185860,3.6400000000,960,540,yuv420p,29.97002997003,240,8,1349726
8717647202,3.6400000000,960,540,yuv420p,25,200,8,2576868
5011231037,3.6219512200,960,540,yuv420p,29.97002997003,240,8,676938
3948863216,3.6200000000,960,540,yuv420p,24,192,8,1909747
4484771725,3.6200000000,960,540,yuv420p,29.97002997003,240,8,2402519
5693366090,3.6200000000,960,540,yuv420p,29.97002997003,240,8,1954931
6107338487,3.6200000000,960,540,yuv420p,25,200,8,581362
6625655725,3.6200000000,960,540,yuv420p,29.97002997003,240,8,1375751
6694553789,3.6200000000,960,540,yuv420p,29.97002997003,240,8,1634264
6932589551,3.6200000000,960,540,yuv420p,29.97002997003,240,8,695548
8355599976,3.6200000000,960,540,yuv420p,23.976023976024,192,8,3508135
12088104156,3.6000000000,960,540,yuv420p,29.97002997003,240,8,2559550
13286356624,3.6000000000,960,540,yuv420p,29.97002997003,240,8,2473377
3516162818,3.6000000000,960,540,yuv420p,29.97002997003,240,8,325844
3611217365,3.6000000000,960,540,yuv420p,23.976023976024,192,8,2331724
3860380907,3.6000000000,960,540,yuv420p,29.97002997003,240,8,869908
4375496636,3.6000000000,960,540,yuv420p,29.97002997003,240,8,2891180
5029525594,3.6000000000,960,540,yuv420p,29.97002997003,240,8,2594644
5067647428,3.6000000000,960,540,yuv420p,29.97002997003,240,8,3433129
5516081814,3.6000000000,960,540,yuv420p,24,192,8,1363015
6106291030,3.6000000000,960,540,yuv420p,23.976023976024,192,8,2059389
7198853624,3.6000000000,960,540,yuv420p,23.976023976024,192,8,1183179
7358630018,3.6000000000,960,540,yuv420p,23.976023976024,192,8,820846
7500126174,3.6000000000,960,540,yuv420p,24,192,8,954342
7703064692,3.6000000000,960,540,yuv420p,29.97002997003,240,8,976547
8589300397,3.6000000000,960,540,yuv420p,29.97002997003,240,8,1775602
8965205906,3.6000000000,960,540,yuv420p,29.97,240,8,1281300
9521557660,3.6000000000,960,540,yuv420p,24,192,8,2148460
12893918213,3.5992366410,960,540,yuv420p,29.97,240,8,1355402
5003956763,3.5984555980,960,540,yuv420p,29.97002997003,240,8,2351046
12382276334,3.5868725870,960,540,yuv420p,25,200,8,1285389
10657154643,3.5800000000,960,540,yuv420p,29.97,240,8,2561164
5140332158,3.5800000000,960,540,yuv420p,29.97002997003,240,8,817375
5816132223,3.5800000000,960,540,yuv420p,29.97002997003,240,8,1849311
6249802707,3.5800000000,960,540,yuv420p,29.97002997003,240,8,1612165
6300963347,3.5800000000,960,540,yuv420p,29.97002997003,240,8,864942
7935377214,3.5800000000,960,540,yuv420p,29.97002997003,240,8,4311576
7986004475,3.5800000000,960,540,yuv420p,25,200,8,2085171
8147563408,3.5800000000,960,540,yuv420p,29.97002997003,229,8,1307535
8476574247,3.5800000000,960,540,yuv420p,29.97002997003,240,8,1221379
8552723245,3.5800000000,960,540,yuv420p,23.976023976024,192,8,1622191
8610122536,3.5800000000,960,540,yuv420p,29.97002997003,240,8,1848298
9363436148,3.5800000000,960,540,yuv420p,29.97,240,8,818952
9725289895,3.5800000000,960,540,yuv420p,29.97,240,8,1523302
3722785424,3.5714285710,960,540,yuv420p,29.97002997003,240,8,763234
5678628993,3.5672268910,960,540,yuv420p,29.97002997003,240,8,959658
11803329033,3.5600000000,960,540,yuv420p,29.97,240,8,2583583
13036222674,3.5600000000,960,540,yuv420p,29.97,240,8,3314944
3647017501,3.5600000000,960,540,yuv420p,23.976023976024,192,8,922996
4397381332,3.5600000000,960,540,yuv420p,29.97002997003,240,8,1891050
5690367902,3.5600000000,960,540,yuv420p,29.97002997003,240,8,2466789
5914289359,3.5600000000,960,540,yuv420p,29.97002997003,240,8,2634858
8229018279,3.5600000000,960,540,yuv420p,29.97002997003,240,8,2182459
8886176135,3.5600000000,960,540,yuv420p,29.97,240,8,3007308
8957212602,3.5600000000,960,540,yuv420p,29.97,240,8,1611302
9586728257,3.5600000000,960,540,yuv420p,29.97,240,8,1195210
9830655414,3.5600000000,960,540,yuv420p,29.97,240,8,1864222
12893008605,3.5546558700,960,540,yuv420p,29.97,240,8,3648465
3488252741,3.5400000000,960,540,yuv420p,23.976023976024,192,8,2882626
3521396571,3.5400000000,960,540,yuv420p,29.97002997003,240,8,1012220
3860907449,3.5400000000,960,540,yuv420p,24,192,8,1519185
4837816091,3.5400000000,960,540,yuv420p,23.976023976024,192,8,912973
5215773911,3.5400000000,960,540,yuv420p,29.97002997003,240,8,1287919
5941263615,3.5400000000,960,540,yuv420p,25,200,8,5915823
6368379561,3.5400000000,960,540,yuv420p,29.97002997003,240,8,4115635
6716265511,3.5400000000,960,540,yuv420p,24,192,8,1394511
7057951213,3.5400000000,960,540,yuv420p,29.97002997003,240,8,1422894
7360639566,3.5400000000,960,540,yuv420p,29.97002997003,240,8,3107735
8201673711,3.5400000000,960,540,yuv420p,29.97002997003,240,8,1955572
8487362151,3.5400000000,960,540,yuv420p,29.97002997003,240,8,2541424
8587203405,3.5400000000,960,540,yuv420p,29.97002997003,240,8,1090223
8616015387,3.5400000000,960,540,yuv420p,29.97002997003,240,8,503683
5583994811,3.5291666670,960,540,yuv420p,29.97002997003,240,8,1899400
4373113207,3.5200000000,960,540,yuv420p,29.97002997003,240,8,2363298
4620516469,3.5200000000,960,540,yuv420p,23.976023976024,192,8,810651
4642629203,3.5200000000,960,540,yuv420p,23.976023976024,192,8,1664405
